tconst,title,year,genres,rating,numVotes,directors,topCast
tt4602880,There Are Many Things One Can Talk About...,1997,DocumentaryHistory,8.3,24,Omar Amiralay,
tt11935218,Under Cover,2019,Action,6.1,70,Kin-Bong Mak,
tt4156344,Paatshala,2015,Drama,8.3,34,Faisal Roddy Asif,Ema Akter Kotha | Farhana Mithu
tt4431104,Septet: The Story of Hong Kong,2020,ActionDramaHistory,6.3,558,Ann Hui | Sammo Kam-Bo Hung | Ringo Lam | Patrick Tam,Mimi Chi-Yan Kung
tt4156348,The Crucible,2014,Drama,8.8,612,Yaël Farber,Samantha Colley | Marama Corlett | Ann Firbank
tt7626468,Zavtra,2017,Drama,6.9,16,Yulia Shatun,Oksana Shatun | Yulia Shatun | Jana Taratun
tt1370179,Doctor S Battles the Sex Crazed Reefer Zombies: The Movie,2009,ComedyHorrorSci-Fi,6.9,75,Bryan Ortiz,Alicia Shaddeau | Elizabeth Ingalls
tt3494676,Decadencia,2015,DramaRomance,4.2,530,Joaquin Rodriguez,Nataly Umaña | Samantha Godoy | Giovanna Aguilar Guzman
tt3009036,Homo.pl,2007,BiographyDocumentary,5.9,28,Robert Glinski,Eliza Kostrzewa | Sylwia Kucharczyk | Dagmara Molga
tt12083228,Two Bosses: The Cerulean Cut,2021,CrimeDrama,7.3,9,Christian Ortiz,Kelin Flis | Sonia Gymnidis
tt16227014,Fire of Love,2022,BiographyDocumentary,7.6,15840,Sara Dosa,Miranda July | Alka Balbir
tt1384782,Shiny Day,2007,Drama,6.4,119,Park Kwang-su,Ye Ji-won | Seo Shin-ae
tt6950192,The Farewell: Odpotovanje,2020,Documentary,6.4,8,Petra Seliskar,
tt11935230,A Monks Madness II,2019,Action,6.1,73,Sha Yang,Xinchen Ye
tt1370144,La Bella Figura,2007,DramaRomance,6.8,12,Harry Otto Brünjes,Linda Condorelli | Nicola Ferlei-Brown
tt6411954,Anonymous 616,2018,HorrorMysteryThriller,4.7,1328,Mike Boss,Jessica Boss | Lena Roma | Emily Jordan
tt16227002,War Pony,2022,Drama,6.8,2894,Gina Gammell | Riley Keough,Wilma Colhof | Jen Mesteth
tt16227006,The Exiles,2022,Documentary,7.2,172,Violet Columbus | Ben Klein,
tt5528472,El viento sabe que vuelvo a casa,2016,Documentary,7.0,118,José Luis Torres Leiva,
tt7626484,Spirit Riser,2024,ActionAdventureComedy,6.6,37,Dylan Mars Greenberg,Amanda Flowers | Joan Apperson | Kate Bornstein
tt7626486,Tsar gory,2017,Documentary,7.2,7,Andrei Kutsila,
tt32145779,Pirópolis,2024,Documentary,6.6,11,Nicolás Molina,
tt1095399,Love in Transit,2010,Comedy,6.2,78,Lucas Blanco,Sabrina Garciarena | Verónica Pelaccini
tt10984600,The last midnight chapter 2: The Wicked Die Young,2017,AdventureDramaFantasy,6.0,9,Ricardo Zenteno,Mariana Martin | Paola Valdez | Amy Echavarría
tt0105678,Ultimate Desires,1991,ActionAdventureDrama,3.5,158,Lloyd A. Simandl,Tracy Scoggins | Saraphina Joachim
tt17677892,Swap Me Baby,2022,Comedy,4.6,172,Caden Butera,Ava Bogle | Kimberly Leemans
tt4577440,Wagahai wa inu de aru: Don matsugoro no monogatari,1983,AnimationComedy,5.2,10,Kimio Yabuki,Masako Ebisu | Mami Koyama | Fuyumi Shiraishi
tt3719470,Sigui Synthesis: The Invention of Speech and Death,1981,Documentary,7.2,9,Germaine Dieterlen | Jean Rouch,
tt0105670,Twogether,1992,ComedyDramaRomance,4.6,268,Andrew Chiaramonte,Brenda Bakke | Jennifer Bassey | Deborah Driggs
tt0105673,Ubiystvo na Zhdanovskoy,1992,Crime,6.6,76,Sulambek Mamilov,Natalya Goncharova
tt0105674,Udachi vam gospoda,1993,ComedyDrama,6.1,63,Vladimir Bortko,Darya Mikhaylova | Valentina Kovel | Valentina Talyzina
tt26935950,Bittertooth,2023,CrimeHorror,4.3,63,Monte Light,Genevieve Thomas | Autumn Ivy | Helene Udy
tt0105675,The Blue Eyes of Yonta,1992,Drama,6.6,163,Flora Gomes,Maysa Marta | Bia Gomes | Dina Vaz
tt0105676,Kill Fee,1992,ActionDrama,5.1,260,James Becket,Mary Page Keller | Ellen Crawford | Masami Saito
tt26935953,Maestra,2023,DocumentaryMusic,7.7,113,Maggie Contreras,
tt26935954,Good Autumn Mommy,2023,Drama,7.1,9,Shizhong Chen,Yueting Lang | Tian Qiu | Shu Qi
tt15144226,Extinct or Alive: Jaws of Alaska,2021,Documentary,7.0,28,Forrest Galante,
tt35326494,Il re di Napoli - Storia e leggenda di Mario Merola,2024,Documentary,5.6,5,Massimo Ferrari,
tt6254798,Shotgun Honey,2017,Drama,7.9,16,Jennifer Fox,Barbara Ackles | Keeley Begeman | Samantha Michele Buchanan
tt8942962,Dost,2001,Drama,5.3,30,Thulasidas,Abhirami | Saranya Mohan
tt0105680,Ultra Warrior,1990,ActionAdventureSci-Fi,2.0,885,Augusto Tamayo San Román | Kevin Tent,Clare Beresford | Diana Quijano | Emily Kreimer
tt0105681,Ultraviolet,1992,ActionThriller,4.9,197,Mark Griffiths,Patricia Healy | Louise Baker
tt0105682,A Heart in Winter,1992,DramaMusicRomance,7.6,11194,Claude Sautet,Emmanuelle Béart | Elizabeth Bourgine | Brigitte Catillon
tt0105683,Un vampire au paradis,1992,Comedy,5.2,44,Abdelkrim Bahloul,Brigitte Fossey | Laure Marsac | Hélène Surgère
tt0105684,Un été sans histoires,1992,Drama,5.1,44,Philippe Harel,Dodine Herry | Brigitte Bémol | Claudie Chainet
tt0105685,Unbecoming Age,1992,Comedy,4.2,363,Alfredo Ringel | Deborah Ringel,Diane Louise Salinger | Colleen Camp | Priscilla Pointer
tt26935962,Godspeed,2023,ComedyDrama,5.4,310,Xiaoxing Yi,Li Ma | Jingyi Zhang
tt4156382,Diving with Crocodiles,2010,Documentary,6.6,8,Graeme Duane,Jess Reiss
tt0105699,Unlawful Entry,1992,CrimeDramaThriller,6.4,20636,Jonathan Kaplan,Madeleine Stowe | Deborah Offner
tt13612544,Diversamente,2021,Comedy,4.2,51,Max Nardari,Michela Andreozzi | Claudia Zanella | Giorgia Wurth
tt0105690,Under Siege,1992,ActionThriller,6.5,99434,Andrew Davis,Erika Eleniak
tt32145747,New Wave,2024,DocumentaryMusic,8.0,57,Elizabeth Ai,Lynda Trang Dai | Elizabeth Ai | Myra Wu
tt0105691,Under Suspicion,1991,CrimeDramaMystery,6.4,5494,Simon Moore,Laura San Giacomo | Maggie O'Neill
tt0105693,Une journée chez ma mère,1993,Comedy,4.1,79,Dominique Cheminal,Charlotte de Turckheim | Charlotte de Turckheim | Hélène Vincent
tt0105694,Unforgetful Holiday,1992,ComedyDrama,5.3,24,Sherman Wong,Wing-Chi Chan | Si-Man Hui | Kit Koo
tt0105695,Unforgiven,1992,DramaWestern,8.2,455823,Clint Eastwood,Frances Fisher | Anna Thomson
tt0105697,Die unheimlichen Frauen,1992,Documentary,5.7,8,Birgit Hein,
tt22438766,Mia und Morgenrot,2020,Drama,3.3,13,Martin Pfeil,Ana Dordevic
tt0105698,Universal Soldier,1992,ActionSci-Fi,6.1,99385,Roland Emmerich,Ally Walker
tt11646392,Savage Waters,2022,AdventureDocumentary,8.7,47,Michael Corker,
tt21355946,Klimaatrebellen,2022,Documentary,6.5,6,Ingeborg Jansen,
tt8350086,Displaced,2017,Drama,8.5,10,Charles Uwagbai,Tana Adelana | Annabel Chioma | Lota Chukwu
tt13612542,RB Leipzig vs Manchester United,2020,Sport,4.0,8,Julian Nagelsmann | Ole Gunnar Solskjær,
tt0105634,Travelling Light,1992,Documentary,7.8,14,Theo Eshetu,
tt0105636,Trespass,1992,ActionThriller,6.3,14569,Walter Hill,
tt0105637,Three Days in August,1992,Drama,6.4,48,Jan Jung,Elena Astafeva | Olga Barnet | Dariya Majorova
tt0105639,Tribulation 99: Alien Anomalies Under America,1992,ComedySci-Fi,6.2,390,Craig Baldwin,
tt0801002,Natures Plague,2006,Drama,7.4,8,Steven Doxey,Ann Nixon
tt11646320,Security Ugal-Ugalan,2017,ActionComedy,6.6,38,Irham Acho Bahtiar,Alexa Key | Ovi Sovianti
tt4288518,We Are Never Alone,2016,Drama,5.7,126,Petr Václav,Klaudia Dudová | Klaudia Dudová | Lenka Vlasáková
tt6543652,Cold War,2018,DramaMusicRomance,7.5,63970,Pawel Pawlikowski,Joanna Kulig | Agata Kulesza | Jeanne Balibar
tt9447444,Marathi Tigers,2016,Action,7.4,18,Avdhoot Kadam,Tejaa Deokar | Ashwini Ekbote | Uma Gokhale
tt3719434,Encounter,2016,Horror,3.8,725,Susannah O'Brien,Andrea Nelson | Carolyn Ratteray
tt0105630,Tra due risvegli,1993,Drama,6.7,10,Amedeo Fago,Silvia Cohen | Cecilia Dazzi | Francesca Fago
tt0105631,Traces of Red,1992,CrimeDramaMystery,5.2,2017,Andy Wolk,Lorraine Bracco | Faye Grant | Michelle Joyner
tt0947802,Lakeview Terrace,2008,CrimeDramaThriller,6.2,57928,Neil LaBute,Kerry Washington | Regine Nehy
tt0105645,Trouble Bound,1993,ActionComedyCrime,5.5,1076,Jeffrey Reiner,Patricia Arquette | Florence Stanley
tt0105649,The Price of Head,1992,CrimeMystery,6.1,21,Nikolai Ilyinsky,Irina Tsyvina | Lyubov Polishchuk
tt0801010,Salakhain,2004,ActionDrama,6.1,77,Shehzad Rafiq,Zara Sheikh | Meera
tt0801011,Mystery of the Wolf,2006,AdventureDramaFamily,5.6,393,Raimo O. Niemi,Tiia Talvisara | Vuokko Hovatta | Miia Nuutila
tt0801013,Through an Unknown Land,1986,Drama,7.0,6,Phil Mulloy,Julia Watson | Pat Keen | Dorothy Vernon
tt11646334,Komedi Gokil 2,2016,Comedy,7.4,15,Cuk Fk,Maya Wulan
tt0801017,Viajeros,2006,ActionDrama,5.1,51,Carlos Bidó,Sonia Alfonso | Fifi Almonte | Nashla Bogaert
tt21341378,Kick Out the Jams: The Story of XFM,2022,Documentary,6.4,103,Ray Burdis,
tt0105640,Tridtsatogo unichtozhit!,1992,Action,5.0,156,Viktor Dotsenko,Marina Zudina
tt10984662,Niède,2019,Documentary,8.3,11,Tiago Tambelli,Lina do Carmo | Niède Guidon
tt0105643,Troll 2,1990,ComedyFantasyHorror,3.0,35758,Claudio Fragasso,Margo Prey | Connie Young | Deborah Reed
tt0105655,Swordsman III: The East Is Red,1993,ActionRomance,6.1,1770,Siu-Tung Ching | Raymond Lee,Brigitte Lin | Brigitte Lin | Joey Wang
tt0105659,The Turn of the Screw,1992,DramaHorrorThriller,5.4,634,Rusty Lemorande,Patsy Kensit | Stéphane Audran | Marianne Faithfull
tt11646342,Escape from Area 51,2021,ComedySci-Fi,2.6,277,Eric Mittleman,Donna D'Errico | Sarah Schueler | Veronica Farren
tt2178182,Hawla,2012,Drama,6.2,7,Paul Singh Cudail,Carla Varga
tt13876034,Paper Dream,2022,Drama,5.7,112,Ali Atshani,Mina Vahid | Bita Atshani | Melika Kiarostami
tt11646346,Komedi Moderen Gokil,2015,Comedy,5.6,30,Cuk Fk,Kartika Putri | Nadine Alexandra | Maya Wulan
tt33503229,Black Clown 3: Rio Grande Valley,2025,Horror,4.9,8,Eugene Hawkins,Ashley Cantu | Magali Delarosa | Shannon N. Lopez
tt6950112,Escape to Athena: Cast and Crew Interviews,1978,AdventureBiographyDocumentary,7.5,14,,
tt3719452,Autism in Love,2015,DocumentaryDramaRomance,7.5,514,Matt Fuller,
tt7913172,Grass,2018,Drama,6.8,1533,Hong Sang-soo,Kim Min-hee | Han Jae-yi | Gong Min-jung
tt23030610,Cop Shop 2,2011,Documentary,8.1,11,Hao Zhou,
tt0105651,The Prodigal Son,1992,DramaThriller,6.9,458,Veikko Aaltonen,Leea Klemola | Nina Sallinen
tt0105652,Pushing Hands,1991,ComedyDrama,7.2,5126,Ang Lee,Lai Wang | Deb Snyder | Fanny De Luz
tt34375838,Common Sense,2024,Crime,2.7,20,Charles Jackson,
tt0105654,The Tune,1992,AnimationComedyFantasy,6.9,1147,Bill Plympton,Maureen McElheron | Emily Bindiger | Jen Senko
tt0105667,Twist,1992,DocumentaryHistoryMusic,7.6,161,Ron Mann,
tt0105668,Two Mikes Don't Make a Wright,1993,ComedyDocumentary,2.9,326,Michael Moore | Dean Parisot | Mike Leigh,
tt3362908,Cruel,2015,HorrorThriller,3.9,550,Robert Henderson,Kierney Nelson | Elizabeth Brewster | Ansley Gordon
tt10010748,Mossville: When Great Trees Fall,2019,Documentary,8.6,37,Alexander Glustrom,
tt6254732,Lovers on Borders,2018,DramaRomance,5.5,39,Atsushi Funahashi,Ana Moreira
tt10288820,Chhota Bheem Kung Fu Dhamaka,2019,ActionAdventureAnimation,5.2,257,Rajiv Chilaka | Binayak Das,Jigna Bhardwaj | Jigna Bhardwaj | Rupa Bhimani
tt14891620,Thanksgiving with the Carters 2: Second Helping,2021,Comedy,4.4,17,Bryan G. Thompson,Sophia Knolton | Leslie Holmes-Dupree | Kathy Thomas-Aldrich
tt0105660,The Turning,1992,Drama,4.3,546,L.A. Puopolo,Karen Allen | Tess Harper | Gillian Anderson
tt0105661,Who Wants to Kill Sara?,1992,Thriller,4.5,47,Gianpaolo Tescari,Nancy Brilli | Antonella Lualdi | Marie Laforêt
tt11225298,Omelette,2020,Comedy,8.6,18,Venkat Bharadwaj,Samyuktha Hornadu | Sharmitha Gowda
tt10984686,Jinde Meriye,2020,ActionComedyRomance,5.3,684,Pankaj Batra,Sonam Bajwa | Anita Devgan | Navneet Kaur Dhillon
tt0105665,Twin Peaks: Fire Walk with Me,1992,DramaHorrorMystery,7.3,113217,David Lynch,Sheryl Lee | Mädchen Amick | Phoebe Augustine
tt1252642,Otter Man,2007,Documentary,7.2,12,Zoltán Török,Márta Balogh
tt2046164,Zdravstvuyte my vasha krysha,2006,Comedy,6.1,130,Vitaliy Mukhametzyanov,Mariya Berseneva | Galina Chelnokova
tt2046166,Zero in the System,2013,CrimeDrama,5.7,85,Tim McCann,Tabitha Holbert
tt10720690,Cyril contre Goliath,2020,Documentary,8.9,76,Thomas Bornot,
tt1541814,Blue Door,2011,Thriller,8.2,22,Sohrab Mirmont,Renny Grames | Chelsea Earlewine | Brighton Hertford
tt4313608,Paris-Willouby,2015,ComedyDrama,5.2,294,Arthur Delaire | Quentin Reynaud,Isabelle Carré | Joséphine Japy | Aminthe Audiard
tt6964600,De Familie Slim,2017,AdventureFamily,5.2,122,Roy Poortmans,Tatum Dagelet | Jennifer de Jong | Dionne Slagter
tt1252636,Margot,2005,BiographyDocumentaryMusic,7.3,53,Tony Palmer,
tt11646412,A Gift from God,2019,Documentary,7.6,144,Jørgen Lorentzen | Nefise Özkal Lorentzen,
tt1252638,The Media Project,1991,Documentary,7.3,33,Peter Watkins,Michelle Finnigan
tt2046152,The Locked Door,2012,Drama,6.8,41,Zhiping Zhao,Shengyi Huang | Man Li | Youchen Yin
tt23030270,The Allegheny Demon,2022,Horror,7.2,7,Vince Burkett,Kim Dwyer | Kristin Lorene Fitch | Tamara Miller
tt1541821,In Search of the Messiah,2009,Documentary,7.2,12,Tim Meara,
tt10720666,Nezha Conquers the Dragon King,2019,ActionComedyFantasy,6.3,50,Le Luo,Xin Kan | Ziqi Fan | Dongqing Hu
tt10577906,The Path of the Anaconda,2019,Documentary,6.7,353,Alessandro Angulo,
tt4010296,A Shyam Gopal Varma Film,2015,ComedyThriller,4.9,22,C.S. Reddy,Zoya Khan
tt1541832,I Don't Want to Live this Life,2008,Documentary,6.7,65,Renzo Aneröd | Bo Harringer,
tt2046149,The Case of Fortune,2012,ActionComedyDrama,6.9,13,Risto Huovinen,Elina Knuuttila | Eila Kuusinen
tt0369492,Grehat na Maltitza,1985,Drama,6.0,13,Todor Dinov,Petya Silyanova
tt25260664,Furies,2022,ActionCrimeThriller,5.9,1647,Veronica Ngo,Dong Anh Quynh | Toc Tien | Veronica Ngo
tt1252610,North,2009,ComedyDrama,6.7,3196,Rune Denstad Langlo,Marte Aunemo | Astrid Solhaug | Ragnhild Vannebo
tt1252614,Sankat City,2009,ComedyCrimeDrama,6.2,678,Pankaj Advani,Rimi Sen | Rimi Sen
tt1252616,Spring 1941,2007,DramaWar,5.9,822,Uri Barbash,Clare Higgins | Neve McIntosh | Kelly Harrison
tt2046130,Paranormal Haunting: The Curse of the Blue Moon Inn,2011,Horror,2.6,90,Philip Gardiner,Suzy Deakin | Kerrie Denning | Amy Hall
tt8364590,Ron Hopper's Misfortune,2020,DramaFantasyMystery,4.0,506,Jaime Falero,Alyssa Lozovskaya
tt4313614,The Very Private Life of Mister Sim,2015,ComedyDrama,6.2,849,Michel Leclerc,Isabelle Gélinas | Vimala Pons | Carole Franck
tt0947810,Green Zone,2010,ActionDramaThriller,6.8,145476,Paul Greengrass,
tt6675428,Spit'n'Split,2017,ComedyDocumentaryDrama,6.9,34,Jérôme Vandewattyne,
tt10274594,Alone,2019,Drama,7.0,278,Inara Leme | Barbara Riethe,Barbara Riethe | Barbara Cury | Tais de Paula
tt26054162,Operation Hope,2024,ActionDrama,7.2,23,Phillip Penza,Audrey Beth | Selena Villalobos | Natalie Arko
tt0237636,Rahgir,1969,Romance,7.5,16,Tarun Majumdar,Sandhya Roy | Shashikala Jawalkar | Nirupa Roy
tt10274598,A Killer Awaits,2018,Thriller,3.5,27,Charles Peterson,
tt27426096,Spider,2023,ActionThriller,4.3,14,Farhan M Khan,Sana Amjad | Larissa Nunes
tt0237631,Raaz,1981,CrimeMysteryThriller,5.1,40,Harmesh Malhotra,Sulakshana Pandit | Helen
tt0237632,Rabaka,1989,DramaMusic,6.8,73,Dusan Rapos,Krisztina Csiga | Tatiana Kulísková
tt0237622,Pumuckl und sein Zirkusabenteuer,2003,AnimationComedyFamily,5.5,130,Peter Weissflog,Christine Neubauer | Sunnyi Melles | Erni Singerl
tt0237623,Pushpadhanu,1959,Drama,7.3,12,Sushil Majumdar,Tina Barbara | Preeti Bhaduri | Subrata Chatterjee
tt0237624,Puteshestviye v aprel,1964,ComedyRomance,7.4,16,Vadim Derbenyov,Raisa Nedashkovskaya | Valentina Izbeshchuk
tt7758160,Goodachari,2018,ActionThriller,7.8,12476,Sashi Kiran Tikka,Sobhita Dhulipala
tt4445490,Following Phil,2020,DramaFamily,6.2,414,Sam Herald,Jiree Jillyan Jones | Robyn Elise | Lydia McElderry
tt14195824,The Rise of Billy Jones,2021,ComedyDramaMusical,7.6,7,Chrys Phillips,Sammy Johnston | Mikaela Phillips | Hayley Wills
tt2046110,A Chorus of Angels,2012,DramaMystery,6.7,341,Junji Sakamoto,Ayako Fujitani | Ginga Kikuchi | Eiko Koike
tt15697386,The Art of High Impact Kicking,1982,Documentary,8.7,7,Roy Horan,
tt2046116,Lost Years,2011,BiographyDocumentaryHistory,8.8,14,Kenda Gee | Tom Radford,
tt6675400,Con Man,2018,CrimeDrama,4.7,1190,Bruce McAlester,Talia Shire | Elisabeth Röhm
tt5107162,The Importance of Doubting Tom,2020,ComedyRomance,6.3,403,Vanessa Roman,Haley Busch | Sarah Cotton | Julia Crump
tt0237620,Bread for a Fugitive,1967,DramaRomance,5.7,12,Kostas Asimakopoulos,Mary Hronopoulou | Nelly Angelidou | Niki Triantafillidi
tt0237621,El pueblo sin Dios,1955,Drama,6.9,20,René Cardona,Leonor Llausás | Elvira Quintana | Agata Rosenow
tt31180182,Al Horob Mn Al Khanka,1986,Thriller,6.6,10,Mohamed Radi,Magda El-Khatib
tt0237615,Probleme personale,1981,Drama,5.8,21,David Reu,Liliana Tudor | Ioana Craciunescu | Margareta Pogonat
tt0237616,The Prodigy,1999,Drama,6.0,104,Edward T. McDougal,Bobbie Rose Dienhart | Jennifer Rochester Marcil
tt28756876,Einstein and the Bomb,2024,DocumentaryHistory,6.2,4080,Anthony Philipson,Rachel Barry | Helena Westerman
tt0237617,Las profecías de Amanda,1999,Drama,6.9,122,Pastor Vega,Daisy Granados | Laura Ramos | Doren Granados
tt0237618,Protiv techeniya,1981,ActionAdventure,4.8,14,Baras Khalzanov,Svetlana Sukhovey
tt11068094,White Bird,2023,BiographyDramaFamily,7.3,6738,Marc Forster,Ariella Glaser | Gillian Anderson | Helen Mirren
tt2046106,Jaana Pehchana,2011,Drama,5.6,39,Sachin Pilgaonkar,Ranjeeta Kaur | Neelu Kohli
tt0237601,Pravda leytenanta Klimova,1982,Drama,5.6,180,Oleg Dashkevich,Irina Guseva
tt0237602,Pravo na vystrel,1981,Action,6.0,31,Viktor Zhivolub,Regina Razuma
tt0237603,Prazdniki detstva,1982,Drama,5.4,23,Yuriy Grigorev | Renita Grigoryeva,Lyudmila Zaytseva | Oksana Zakharova | Svetlana Skripkina
tt0237604,Holiday for a Dog,1981,ComedyFamily,6.6,117,Jaroslava Vosmiková,Vera Tichánková | Jana Brezková | Jarmila Derkova
tt0237606,First Voyage,1980,AdventureDrama,5.8,84,Nadine Trintignant,Marie Trintignant | Lucienne Hamon
tt0237607,Pridut strasti-mordasti,1981,Drama,5.9,22,Ernest Yasan,Lyudmila Shevel | Yelena Komissarenko | Valentina Talyzina
tt0237608,Prikaz: ogon ne otkryvat,1982,War,6.7,68,Valeri Isakov | Yuri Ivanchuk,Natalya Egorova
tt0237609,Spring in the Heart,1956,ComedyDramaMusical,6.5,14,Roberto Rodríguez,Irasema Dilián | Emma Arvizu | María Gentil Arcos
tt0933215,Waiting at the Gate,2007,Drama,7.6,26,Rocky Palladino,
tt6372076,Drew Friedman: Vermeer of the Borscht Belt,2024,Documentary,9.2,10,Kevin Dougherty,
tt17663238,I'll Play Mother,2024,Horror,5.2,95,Brad Watson,Jo Martin | Megan Lockhurst | Susanne Wuest
tt2742196,Mafia Raaj,1998,Action,3.5,24,Yash Chouhan,Ayesha Jhulka | Karina Grover
tt1541806,Homeland,2008,Action,8.0,12,Andrew Will,
tt4288156,Jurek,2014,Documentary,7.0,600,Pawel Wysoczanski,
tt6386684,Sextape,2018,Comedy,4.8,305,Antoine Desrosières,Souad Arsane | Inas Chanti | Loubna Abidar
tt11921004,Brave Blue World,2019,Documentary,6.7,944,Tim Neeves,
tt0223038,Corazón de fiera,1951,CrimeDrama,5.8,13,Ernesto Cortázar,Rita Macedo | Lilia Prado | Kitty Alatriste
tt6372042,Damn the Dams,2012,Documentary,6.1,10,,
tt29193979,Over the Bridge,2023,Drama,8.1,9,Tolu Ajayi,Oludara Egerton-Shyngle | Elma Mbadiwe | Segilola Ogidan
tt0237674,Jõulud Vigalas,1981,Drama,6.2,57,Mark Soosaar,Kersti Kreismann | Häli Saarm | Kadriann Soosaar
tt4602834,Surire,2015,Documentary,7.4,103,Iván Osnovikoff | Bettina Perut,
tt15012246,Saturn Bowling,2022,DramaThriller,5.9,600,Patricia Mazuy,Y-Lan Lucas | Leïla Muse | Elisa Hartel
tt27729452,Casting Crowns: Home by Sunday,2023,BiographyDocumentaryMusic,8.0,38,Gregory Smith,Melanie Hall
tt4156700,Gorko! 2,2014,Comedy,4.0,1316,Zhora Kryzhovnikov,Yuliya Aleksandrova | Anastasiya Tikhaya | Elena Valyushkina
tt26921763,Swallow,2023,Romance,6.8,13,,Park Mi-hyeon | Park So-jin | Jang Hee-ryung
tt0223027,Compensation,1999,DramaHistoryRomance,7.0,207,Zeinabu irene Davis,Michelle A. Banks | Michelle A. Banks | Nirvana Cobb
tt2624906,Kliny,2015,CrimeDrama,8.5,11,Jarek Kupsc,Joanna Borer | Aleksandra Bozek | Marta Karnkowska
tt5817772,Amores Santos,2016,Documentary,8.8,8,Dener Giovanini,
tt0237656,The Rise and Fall of English Montreal,1993,Documentary,8.2,14,William Weintraub,
tt7690878,Last Stop Coney Island: The Life and Photography of Harold Feinstein,2018,Documentary,7.6,23,Andy Dunn,
tt4288134,Virus of Fear,2015,Drama,6.5,104,Ventura Pons,Roser Batalla | Diana Gómez | Anna Azcona
tt14827236,Dernier Soleil,2021,ActionDrama,5.2,83,Etienne Constantinesco,
tt11528750,South by Southwest,2021,Thriller,7.2,13,Steve Custodio,Lucia Hall | Ashley Brant
tt7690880,Khaniker Atithi,1959,Drama,7.2,9,Tapan Sinha,Ruma Guha Thakurta
tt30310485,The Premiere,2024,Comedy,9.1,13,Jon Silver,Natalie West | Grace Schuler | Aimy Tien
tt10852994,Do you want to be my Hostage?,2019,Comedy,3.9,12,Alex Sanchez,Puri Angúlo
tt2610378,Sluchaynye znakomye,2013,Drama,5.8,28,Alexander Franskevich-Leie | Vera Glagoleva,Viktoriya Tolstoganova | Tamara Muzhenko | Tamara Mironova
tt8364508,Obscure,2020,Drama,6.3,28,Kunlin Wang,Lori Dorfman
tt5803150,Hoener met die Rooi Skoene,2017,ComedyCrime,4.9,27,Koos Roets,Lizz Meiring | Dorette Potgieter | Lida Botha
tt0223006,The Clouded Dawn,1962,DocumentaryWar,7.0,14,,
tt2624928,Sagla Karun Bhagle,2011,Comedy,4.5,12,Vijay Patkar,
tt0237641,Reconstruction,1959,Documentary,6.4,45,Virgil Calotescu,
tt0237643,Red Rum,2000,HorrorThriller,5.4,20,Hugh McGrory,Eva Birthistle
tt1252601,Polar Adventures,2006,AnimationFamily,6.4,109,Vladimir Sakov,
tt1252602,The Invisible Woman,2009,ComedyFantasy,5.4,166,Agathe Teyssier,Julie Depardieu | Charlotte Rampling | Micheline Dax
tt0223077,Los cómplices del infierno,1995,ActionCrimeDrama,5.3,23,Juan Fernando Pérez Gavilán,Edith González | Maribel Guardia | Marina Marín
tt10431484,Half Mirror,2019,DramaMystery,5.0,6,Du Tianqi,Chen Shaohong
tt1252605,Hotel Atlântico,2009,Drama,6.5,151,Suzana Amaral,Helena Ignez | Lorena Lobato | Marcia Martins
tt0223078,The Golden Condor,1996,Adventure,5.5,18,Enrique Muzio,Blanca Oteyza
tt1252606,The Last New Year,2009,Drama,7.5,33,Garfield Lindsay Miller,Kassianni Austin | Margaret Evans | Kate Hewlett
tt0223079,Double Bed,1983,DramaRomance,5.7,68,Toshiya Fujita,Naoko Ôtani | Eri Ishida | Hitomi Takahashi
tt31958054,Mukuro,2015,Horror,6.8,25,Katsumi Sasaki,Luy | Akari Nomura
tt1541858,Last Supper for Malthus,2009,Documentary,8.4,22,Klaus Pas,Angélique Ahier
tt11778272,Crock of Gold: A Few Rounds with Shane MacGowan,2020,BiographyDocumentaryMusic,7.7,2106,Julien Temple,
tt0223061,Crisis on the Hill,1962,DocumentaryWar,5.8,8,,
tt3480446,Almost Mercy,2015,Horror,5.8,1260,Tom DeNucci,Alexa Reddy | Mikaela Happas | Diana Porter
tt0223067,Crónica de un desayuno,2000,Drama,5.2,313,Benjamín Cann,Angélica Aragón | Fabiana Perzabal | Claudette Maillé
tt10431474,Vietnam: 365 Days,2019,Documentary,8.0,7,Chris Engles,
tt0223068,Cuando los padres se quedan solos,1949,Drama,7.5,26,Juan Bustillo Oro,Susana Guízar | Matilde Palou | Dalia Íñiguez
tt6675482,Hollow: An Interactive Documentary,2013,Documentary,9.2,8,Elaine McMillion Sheldon,
tt1541860,Left Behind: The Story of the New Orleans Public Schools,2008,Documentary,9.2,7,Vincent Morelli,
tt2624946,Sanai Choughade,2008,Comedy,6.9,108,Rajeev Patil,Bharti Achrekar | Sai Tamhankar
tt1541866,Life Love and Loss,2009,Drama,7.2,5,Todd Walker,Deidre Taise Kerr | Janet Llavina
tt28032424,Life in 24 Hours,2023,Documentary,7.8,6,Marius Antanaitis,
tt23451240,Fox & Hare Save the Forest,2024,AdventureAnimationMusical,5.9,216,Mascha Halberstad,Teresa Gallagher | Sarah Madigan | Sarah Madigan
tt0237699,Sargam,1995,Drama,7.7,75,Syed Noor,Zeba Bakhtiar | Deeba Begum
